"items","intext","outtext","goldtext","inname","inconstraint","outname","outconstraint","goldname","goldconstraint","changed","correct","entity_name matched"
"129","In LAPAG 241, fusoid terminal elements frequently observed, while in LAPAG 341, catenulate cheilocystidia, with ovoid terminal elements as abundant as the clavate ones.","In LAPAG 241, fusoid terminal elements frequently observed, while in LAPAG 341, catenulate cheilocystidia, with ovoid terminal elements as abundant as the clavate ones.","In LAPAG 241, fusoid terminal elements frequently observed, while in LAPAG 341, catenulate cheilocystidia, with ovoid terminal elements as abundant as the clavate ones.","element","terminal","element","cheilocystidium terminal","element","cheilocystidium terminal","Y","Y",""
"130","Cheilocystidia very abundant, hyaline, often with a basal septum, the terminal element clavate to cylindrical 17-27 x 6-10 μm and the anteterminal ones small 5-14 (-18) x 4-7 μm, sometimes simple, clavate to cylindrical 18-32 x 4-15 μm or pyriform to globose 15-24 x 11-15 μm.","Cheilocystidia very abundant, hyaline, often with a basal septum, the terminal element clavate to cylindrical 17-27 x 6-10 μm and the anteterminal ones small 5-14 (-18) x 4-7 μm, sometimes simple, clavate to cylindrical 18-32 x 4-15 μm or pyriform to globose 15-24 x 11-15 μm.","Cheilocystidia very abundant, hyaline, often with a basal septum, the terminal element clavate to cylindrical 17-27 x 6-10 μm and the anteterminal ones small 5-14 (-18) x 4-7 μm, sometimes simple, clavate to cylindrical 18-32 x 4-15 μm or pyriform to globose 15-24 x 11-15 μm.","element","terminal","element","cheilocystidium terminal","element","cheilocystidium terminal","Y","Y",""
"131","Seeds tan with red spot near one end, ovoid, slightly laterally compressed, minutely roughened, marginal wing absent, appendage absent;","Seeds tan with red spot near one end, ovoid, slightly laterally compressed, minutely roughened, marginal wing absent, appendage absent;","Seeds tan with red spot near one end, ovoid, slightly laterally compressed, minutely roughened, marginal wing absent, appendage absent;","end",,"end","seed","end","seed","Y","Y",""
"132","At rest, wingtips extend slightly past end of tail.","At rest, wingtips extend slightly past end of tail.","At rest, wingtips extend slightly past end of tail.","end",,"end","tail","end","tail","Y","Y",""
"133","Raspailiidae having a renieroid reticulate choanosomal skeleton, lacking any axial compression, cored by choanosomal styles with spines on both basal and distal ends.","Raspailiidae having a renieroid reticulate choanosomal skeleton, lacking any axial compression, cored by choanosomal styles with spines on both basal and distal ends.","Raspailiidae having a renieroid reticulate choanosomal skeleton, lacking any axial compression, cored by choanosomal styles with spines on both basal and distal ends.","end","basal and distal","end","choanosomal style basal and distal","end","choanosomal style basal and distal","Y","Y",""
"134","Club barely longer than wide, tapered towards the end.","Club barely longer than wide, tapered towards the end.","Club barely longer than wide, tapered towards the end.","end",,"end","club","end","club","Y","Y",""
"135","Lower surface of the annulus with cylindrical hyphae, 4-7 µm wide, not or hardly constricted at septa, and hyphae 9-12 µm wide, deeply constricted at septa and easily disarticulating into isolated elements with rounded ends.","Lower surface of the annulus with cylindrical hyphae, 4-7 µm wide, not or hardly constricted at septa, and hyphae 9-12 µm wide, deeply constricted at septa and easily disarticulating into isolated elements with rounded ends.","Lower surface of the annulus with cylindrical hyphae, 4-7 µm wide, not or hardly constricted at septa, and hyphae 9-12 µm wide, deeply constricted at septa and easily disarticulating into isolated elements with rounded ends.","surface","lower","surface","annulus lower","surface","annulus lower","Y","Y",""
"136","Lower surface of the annulus with cylindrical hyphae, 4-7 µm wide, not or hardly constricted at septa, and hyphae 9-12 µm wide, deeply constricted at septa and easily disarticulating into isolated elements with rounded ends.","Lower surface of the annulus with cylindrical hyphae, 4-7 µm wide, not or hardly constricted at septa, and hyphae 9-12 µm wide, deeply constricted at septa and easily disarticulating into isolated elements with rounded ends.","Lower surface of the annulus with cylindrical hyphae, 4-7 µm wide, not or hardly constricted at septa, and hyphae 9-12 µm wide, deeply constricted at septa and easily disarticulating into isolated elements with rounded ends.","element",,"element","hypha","element","hypha","Y","Y",""
"137","Lower surface of the annulus with cylindrical hyphae, 4-7 µm wide, not or hardly constricted at septa, and hyphae 9-12 µm wide, deeply constricted at septa and easily disarticulating into isolated elements with rounded ends.","Lower surface of the annulus with cylindrical hyphae, 4-7 µm wide, not or hardly constricted at septa, and hyphae 9-12 µm wide, deeply constricted at septa and easily disarticulating into isolated elements with rounded ends.","Lower surface of the annulus with cylindrical hyphae, 4-7 µm wide, not or hardly constricted at septa, and hyphae 9-12 µm wide, deeply constricted at septa and easily disarticulating into isolated elements with rounded ends.","end",,"end","hypha element","end","hypha element","Y","Y",""
"138","Petiole with both faces convex and dorsal margin somewhat angular;","Petiole with both faces convex and dorsal margin somewhat angular;","Petiole with both faces convex and dorsal margin somewhat angular;","face",,"face","petiole","face","petiole","Y","Y",""
"139","Petiole with both faces convex and dorsal margin somewhat angular;","Petiole with both faces convex and dorsal margin somewhat angular;","Petiole with both faces convex and dorsal margin somewhat angular;","margin","dorsal","margin","petiole dorsal","margin","petiole dorsal","Y","Y",""
"140","Anterior face of first gastral segment convex.","Anterior face of first gastral segment convex.","Anterior face of first gastral segment convex.","face","anterior","face","gastral segment anterior","face","gastral segment anterior","Y","Y",""
"141","With petiole in profile the lateral spongiform lobe extends forward to the level of, or slightly in front of the level of, the anterior face of the node in pyramica serket.","With petiole in profile the lateral spongiform lobe extends forward to the level of, or slightly in front of the level of, the anterior face of the node in pyramica serket.","With petiole in profile the lateral spongiform lobe extends forward to the level of, or slightly in front of the level of, the anterior face of the node in pyramica serket.","face","anterior","face","node anterior","face","node anterior","Y","Y",""
"142","In pyramica hoplites the spongiform lobe terminates behind the level of the nodes anterior face.","In pyramica hoplites the spongiform lobe terminates behind the level of the nodes anterior face.","In pyramica hoplites the spongiform lobe terminates behind the level of the nodes anterior face.","face","anterior","face","node anterior","face","node anterior","Y","Y",""
"143","One valve face fultoportula with a single rimoportula close to the opposite margin.","One valve face fultoportula with a single rimoportula close to the opposite margin.","One valve face fultoportula with a single rimoportula close to the opposite margin.","face",,"face","valve","face","valve","Y","Y",""
"144","One valve face fultoportula with a single rimoportula close to the opposite margin.","One valve face fultoportula with a single rimoportula close to the opposite margin.","One valve face fultoportula with a single rimoportula close to the opposite margin.","margin",,"margin","valve face","margin","valve face","Y","Y",""
"145","The rimoportula positioned slightly more towards the valve face than the ring of mantle fultoportulae, which seem to placed on every second or third costa.","The rimoportula positioned slightly more towards the valve face than the ring of mantle fultoportulae, which seem to placed on every second or third costa.","The rimoportula positioned slightly more towards the valve face than the ring of mantle fultoportulae, which seem to placed on every second or third costa.","face","valve","face","valve","face","valve","N","Y",""
"146","lower face longitudinally striate;","lower face longitudinally striate;","lower face longitudinally striate;","face","lower","face","female lower","face","female lower","Y","Y",""
"147","face of male with very large depression on each side, from clypeus to well above antennal sockets;","face of male with very large depression on each side, from clypeus to well above antennal sockets;","face of male with very large depression on each side, from clypeus to well above antennal sockets;","face",,"face","male","face","male","Y","Y",""
"148","face of male with very large depression on each side, from clypeus to well above antennal sockets;","face of male with very large depression on each side, from clypeus to well above antennal sockets;","face of male with very large depression on each side, from clypeus to well above antennal sockets;","side",,"side","male face","side","male face","Y","Y",""
"149","subapical metasomal segments of male with large, expanded, pubescent, pregradular areas.","subapical metasomal segments of male with large, expanded, pubescent, pregradular areas.","subapical metasomal segments of male with large, expanded, pubescent, pregradular areas.","area",,"area","metasomal segment","area","metasomal segment","Y","Y",""
"150","Seeds brown, obliquely triangular with distinct abaxial groove, (0.3–) 0.4 (–0.5) mm, smooth to pebbled.","Seeds brown, obliquely triangular with distinct abaxial groove, (0.3–) 0.4 (–0.5) mm, smooth to pebbled.","Seeds brown, obliquely triangular with distinct abaxial groove, (0.3–) 0.4 (–0.5) mm, smooth to pebbled.","groove","abaxial","groove","seed abaxial","groove","seed abaxial","Y","Y",""
"151","Nares long and narrow, covered from above by small fleshy operculum, and located in shallow groove 12 mm long, just anterior to feathering at base of bill.","Nares long and narrow, covered from above by small fleshy operculum, and located in shallow groove 12 mm long, just anterior to feathering at base of bill.","Nares long and narrow, covered from above by small fleshy operculum, and located in shallow groove 12 mm long, just anterior to feathering at base of bill.","groove",,"groove","nare","groove","nare","Y","Y",""
"152","Nares long and narrow, covered from above by small fleshy operculum, and located in shallow groove 12 mm long, just anterior to feathering at base of bill.","Nares long and narrow, covered from above by small fleshy operculum, and located in shallow groove 12 mm long, just anterior to feathering at base of bill.","Nares long and narrow, covered from above by small fleshy operculum, and located in shallow groove 12 mm long, just anterior to feathering at base of bill.","base",,"base","bill","base","bill","Y","Y",""
"153","Annulus superous, membranous, thick, double, up to 2 cm broad, with a groove along the margin separating the white, smooth or slightly striate upper surface from the lower, which pale-brown, fibrillose and shows large, discrete, deciduous, brown, irregularly distributed squames from the universal veil along the margin.","Annulus superous, membranous, thick, double, up to 2 cm broad, with a groove along the margin separating the white, smooth or slightly striate upper surface from the lower, which pale-brown, fibrillose and shows large, discrete, deciduous, brown, irregularly distributed squames from the universal veil along the margin.","Annulus superous, membranous, thick, double, up to 2 cm broad, with a groove along the margin separating the white, smooth or slightly striate upper surface from the lower, which pale-brown, fibrillose and shows large, discrete, deciduous, brown, irregularly distributed squames from the universal veil along the margin.","groove",,"groove","annulus","groove","annulus","Y","Y",""
"154","Annulus superous, membranous, thick, double, up to 2 cm broad, with a groove along the margin separating the white, smooth or slightly striate upper surface from the lower, which pale-brown, fibrillose and shows large, discrete, deciduous, brown, irregularly distributed squames from the universal veil along the margin.","Annulus superous, membranous, thick, double, up to 2 cm broad, with a groove along the margin separating the white, smooth or slightly striate upper surface from the lower, which pale-brown, fibrillose and shows large, discrete, deciduous, brown, irregularly distributed squames from the universal veil along the margin.","Annulus superous, membranous, thick, double, up to 2 cm broad, with a groove along the margin separating the white, smooth or slightly striate upper surface from the lower, which pale-brown, fibrillose and shows large, discrete, deciduous, brown, irregularly distributed squames from the universal veil along the margin.","margin",,"margin","annulus","margin","annulus","Y","Y",""
"155","Annulus superous, membranous, thick, double, up to 2 cm broad, with a groove along the margin separating the white, smooth or slightly striate upper surface from the lower, which pale-brown, fibrillose and shows large, discrete, deciduous, brown, irregularly distributed squames from the universal veil along the margin.","Annulus superous, membranous, thick, double, up to 2 cm broad, with a groove along the margin separating the white, smooth or slightly striate upper surface from the lower, which pale-brown, fibrillose and shows large, discrete, deciduous, brown, irregularly distributed squames from the universal veil along the margin.","Annulus superous, membranous, thick, double, up to 2 cm broad, with a groove along the margin separating the white, smooth or slightly striate upper surface from the lower, which pale-brown, fibrillose and shows large, discrete, deciduous, brown, irregularly distributed squames from the universal veil along the margin.","surface","upper","surface","annulus upper","surface","annulus upper","Y","Y",""
"156","Annulus superous, membranous, thick, double, up to 2 cm broad, with a groove along the margin separating the white, smooth or slightly striate upper surface from the lower, which pale-brown, fibrillose and shows large, discrete, deciduous, brown, irregularly distributed squames from the universal veil along the margin.","Annulus superous, membranous, thick, double, up to 2 cm broad, with a groove along the margin separating the white, smooth or slightly striate upper surface from the lower, which pale-brown, fibrillose and shows large, discrete, deciduous, brown, irregularly distributed squames from the universal veil along the margin.","Annulus superous, membranous, thick, double, up to 2 cm broad, with a groove along the margin separating the white, smooth or slightly striate upper surface from the lower, which pale-brown, fibrillose and shows large, discrete, deciduous, brown, irregularly distributed squames from the universal veil along the margin.","surface","lower","surface","annulus lower","surface","annulus lower","Y","Y",""
"157","Annulus superous, membranous, thick, double, up to 2 cm broad, with a groove along the margin separating the white, smooth or slightly striate upper surface from the lower, which pale-brown, fibrillose and shows large, discrete, deciduous, brown, irregularly distributed squames from the universal veil along the margin.","Annulus superous, membranous, thick, double, up to 2 cm broad, with a groove along the margin separating the white, smooth or slightly striate upper surface from the lower, which pale-brown, fibrillose and shows large, discrete, deciduous, brown, irregularly distributed squames from the universal veil along the margin.","Annulus superous, membranous, thick, double, up to 2 cm broad, with a groove along the margin separating the white, smooth or slightly striate upper surface from the lower, which pale-brown, fibrillose and shows large, discrete, deciduous, brown, irregularly distributed squames from the universal veil along the margin.","margin",,"margin","annulus","margin","annulus","Y","Y",""
"158","Occasionally the groove so deep as to divide the annulus into two membranes which may attached at different heights on the upper stipe.","Occasionally the groove so deep as to divide the annulus into two membranes which may attached at different heights on the upper stipe.","Occasionally the groove so deep as to divide the annulus into two membranes which may attached at different heights on the upper stipe.","groove",,"groove","annulus","groove","annulus","Y","Y",""
"159","Occasionally the aperture a longitudinal groove (Halalaimus) or indistinct (Rhabdodemania);","Occasionally the aperture a longitudinal groove (Halalaimus) or indistinct (Rhabdodemania);","Occasionally the aperture a longitudinal groove (Halalaimus) or indistinct (Rhabdodemania);","groove",,"groove","amphid","groove","amphid","Y","Y",""
"160","Dorsal surfaces covered with a layer of short decumbent and longer more or less erect soft hairs.","Dorsal surfaces covered with a layer of short decumbent and longer more or less erect soft hairs.","Dorsal surfaces covered with a layer of short decumbent and longer more or less erect soft hairs.","surface","dorsal","surface","dorsal","surface","dorsal","N","Y",""
"161","Dorsal surfaces covered with a layer of short decumbent and longer more or less erect soft hairs.","Dorsal surfaces covered with a layer of short decumbent and longer more or less erect soft hairs.","Dorsal surfaces covered with a layer of short decumbent and longer more or less erect soft hairs.","layer",,"layer",,"layer",,"N","Y",""
"162","funiculus with short, dense and erect pubescence, in addition a second layer of longer, erect dilute fine hairs.","funiculus with short, dense and erect pubescence, in addition a second layer of longer, erect dilute fine hairs.","funiculus with short, dense and erect pubescence, in addition a second layer of longer, erect dilute fine hairs.","layer",,"layer","funiculus","layer","funiculus","Y","Y",""
"163","the occipital margin in fullface view lined with similar, subrecumbent hairs;","the occipital margin in fullface view lined with similar, subrecumbent hairs;","the occipital margin in fullface view lined with similar, subrecumbent hairs;","margin","occipital","margin","occipital","margin","occipital","N","Y",""
"164","a similar layer of short subrecumbent hairs lines the ventral profile of the first gastral sternite;","a similar layer of short subrecumbent hairs lines the ventral profile of the first gastral sternite;","a similar layer of short subrecumbent hairs lines the ventral profile of the first gastral sternite;","layer",,"layer","gastral sternite","layer","gastral sternite","Y","Y",""
"165","a similar layer of short subrecumbent hairs lines the ventral profile of the first gastral sternite;","a similar layer of short subrecumbent hairs lines the ventral profile of the first gastral sternite;","a similar layer of short subrecumbent hairs lines the ventral profile of the first gastral sternite;","line","hair","line","hair","line","hair","N","Y",""
"166","rugoreticulum on each side of head extends from eye to antennal fossa and frontal carina;","rugoreticulum on each side of head extends from eye to antennal fossa and frontal carina;","rugoreticulum on each side of head extends from eye to antennal fossa and frontal carina;","side",,"side","head","side","head","Y","Y",""
"167","Anteriorly the cuticle seems to split and its inner layer attached to the stoma wall or to the upper end of the pharynx forming an endocupola or internal skeleton of the head.","Anteriorly the cuticle seems to split and its inner layer attached to the stoma wall or to the upper end of the pharynx forming an endocupola or internal skeleton of the head.","Anteriorly the cuticle seems to split and its inner layer attached to the stoma wall or to the upper end of the pharynx forming an endocupola or internal skeleton of the head.","layer","inner","layer","cuticle inner","layer","cuticle inner","Y","Y",""
"168","Anteriorly the cuticle seems to split and its inner layer attached to the stoma wall or to the upper end of the pharynx forming an endocupola or internal skeleton of the head.","Anteriorly the cuticle seems to split and its inner layer attached to the stoma wall or to the upper end of the pharynx forming an endocupola or internal skeleton of the head.","Anteriorly the cuticle seems to split and its inner layer attached to the stoma wall or to the upper end of the pharynx forming an endocupola or internal skeleton of the head.","wall","stoma","wall","stoma","wall","stoma","N","Y",""
"169","Anteriorly the cuticle seems to split and its inner layer attached to the stoma wall or to the upper end of the pharynx forming an endocupola or internal skeleton of the head.","Anteriorly the cuticle seems to split and its inner layer attached to the stoma wall or to the upper end of the pharynx forming an endocupola or internal skeleton of the head.","Anteriorly the cuticle seems to split and its inner layer attached to the stoma wall or to the upper end of the pharynx forming an endocupola or internal skeleton of the head.","end","upper","end","pharynx upper","end","pharynx upper","Y","Y",""
"170","There also a thickening of the median layer, which becomes filled with a fluid and called the cephalic ventricle.","There also a thickening of the median layer, which becomes filled with a fluid and called the cephalic ventricle.","There also a thickening of the median layer, which becomes filled with a fluid and called the cephalic ventricle.","layer","median","layer","cuticle median","layer","cuticle median","Y","Y",""
"171","Seeds reddish-brown to dark-brown, often with submarginal groove, broadly ovate, plump, 0.4–0.5 mm, smooth, often sculptured with parallel, wavy lines, papillae often present;","Seeds reddish-brown to dark-brown, often with submarginal groove, broadly ovate, plump, 0.4–0.5 mm, smooth, often sculptured with parallel, wavy lines, papillae often present;","Seeds reddish-brown to dark-brown, often with submarginal groove, broadly ovate, plump, 0.4–0.5 mm, smooth, often sculptured with parallel, wavy lines, papillae often present;","groove","submarginal","groove","seed submarginal","groove","seed submarginal","Y","Y",""
"172","Seeds reddish-brown to dark-brown, often with submarginal groove, broadly ovate, plump, 0.4–0.5 mm, smooth, often sculptured with parallel, wavy lines, papillae often present;","Seeds reddish-brown to dark-brown, often with submarginal groove, broadly ovate, plump, 0.4–0.5 mm, smooth, often sculptured with parallel, wavy lines, papillae often present;","Seeds reddish-brown to dark-brown, often with submarginal groove, broadly ovate, plump, 0.4–0.5 mm, smooth, often sculptured with parallel, wavy lines, papillae often present;","line",,"line","seed","line","seed","Y","Y",""
"173","wing often present, white, 0.1–0.2 mm wide, margins irregular.","wing often present, white, 0.1–0.2 mm wide, margins irregular.","wing often present, white, 0.1–0.2 mm wide, margins irregular.","margin",,"margin","wing","margin","wing","Y","Y",""
"174","Has only a pale, often indistinct superciliary line and no striping on crown.","Has only a pale, often indistinct superciliary line and no striping on crown.","Has only a pale, often indistinct superciliary line and no striping on crown.","line","superciliary","line","crown superciliary","line","crown superciliary","Y","Y",""
"175","apex of scape not surpassing upper eye margin;","apex of scape not surpassing upper eye margin;","apex of scape not surpassing upper eye margin;","apex","scape","apex","scape","apex","scape","N","Y",""
"176","apex of scape not surpassing upper eye margin;","apex of scape not surpassing upper eye margin;","apex of scape not surpassing upper eye margin;","margin","eye","margin","eye","margin","eye","N","Y",""
"177","Parapsidal line usually elongate-linear, but if short, then situated well behind posterior end of median scutal line.","Parapsidal line usually elongate-linear, but if short, then situated well behind posterior end of median scutal line.","Parapsidal line usually elongate-linear, but if short, then situated well behind posterior end of median scutal line.","line","parapsidal","line","parapsidal","line","parapsidal","N","Y",""
"178","Parapsidal line usually elongate-linear, but if short, then situated well behind posterior end of median scutal line.","Parapsidal line usually elongate-linear, but if short, then situated well behind posterior end of median scutal line.","Parapsidal line usually elongate-linear, but if short, then situated well behind posterior end of median scutal line.","end",,"end","median scutal line","end","median scutal line","Y","Y",""
"179","Parapsidal line usually elongate-linear, but if short, then situated well behind posterior end of median scutal line.","Parapsidal line usually elongate-linear, but if short, then situated well behind posterior end of median scutal line.","Parapsidal line usually elongate-linear, but if short, then situated well behind posterior end of median scutal line.","line","median scutal","line","median scutal","line","median scutal","N","Y",""
"180","The margin well pronounced, very narrow (2-3 µm), finely striated, often fracturable.","The margin well pronounced, very narrow (2-3 µm), finely striated, often fracturable.","The margin well pronounced, very narrow (2-3 µm), finely striated, often fracturable.","margin",,"margin","valve","margin","valve","Y","Y",""
"181","The marginal zone with striae occupying 1/3 of the valve diameter.","The marginal zone with striae occupying 1/3 of the valve diameter.","The marginal zone with striae occupying 1/3 of the valve diameter.","zone","marginal","zone","valve marginal","zone","valve marginal","Y","Y",""
"182","Striae composed of the same size areolae arranged in hexagonal array, forming 2 or 4 rows in the central side and up to 5 or 6 rows at the margin, 10-14 in 10um.","Striae composed of the same size areolae arranged in hexagonal array, forming 2 or 4 rows in the central side and up to 5 or 6 rows at the margin, 10-14 in 10um.","Striae composed of the same size areolae arranged in hexagonal array, forming 2 or 4 rows in the central side and up to 5 or 6 rows at the margin, 10-14 in 10um.","side","central","side","valve central","side","valve central","Y","Y",""
"183","Striae composed of the same size areolae arranged in hexagonal array, forming 2 or 4 rows in the central side and up to 5 or 6 rows at the margin, 10-14 in 10um.","Striae composed of the same size areolae arranged in hexagonal array, forming 2 or 4 rows in the central side and up to 5 or 6 rows at the margin, 10-14 in 10um.","Striae composed of the same size areolae arranged in hexagonal array, forming 2 or 4 rows in the central side and up to 5 or 6 rows at the margin, 10-14 in 10um.","margin",,"margin","stria","margin","valve","Y","N",""
"184","In the interior, marginal fultoportulae each with three struts occurring on every 3rd to 5th depressed interstria close to the valve margin.","In the interior, marginal fultoportulae each with three struts occurring on every 3rd to 5th depressed interstria close to the valve margin.","In the interior, marginal fultoportulae each with three struts occurring on every 3rd to 5th depressed interstria close to the valve margin.","margin","valve","margin","valve","margin","valve","N","Y",""
"185","Vertex swollen, in frontal view surpassing upper ocular margins by ocular width;","Vertex swollen, in frontal view surpassing upper ocular margins by ocular width;","Vertex swollen, in frontal view surpassing upper ocular margins by ocular width;","margin","upper ocular","margin","upper ocular","margin","upper ocular","N","Y",""
"186","inner margins of eyes not or only slightly convergent below;","inner margins of eyes not or only slightly convergent below;","inner margins of eyes not or only slightly convergent below;","margin","eye inner","margin","eye inner","margin","eye inner","N","Y",""
"187","genal area broad, or, if head conspicu-ously rectangular and gena narrow, then thorax red.","genal area broad, or, if head conspicu-ously rectangular and gena narrow, then thorax red.","genal area broad, or, if head conspicu-ously rectangular and gena narrow, then thorax red.","area","genal","area","genal","area","genal","N","Y",""
"188","tepals overlapping, pink with pink or white margins, petaloid, elliptic, navicular, apex acute to acuminate;","tepals overlapping, pink with pink or white margins, petaloid, elliptic, navicular, apex acute to acuminate;","tepals overlapping, pink with pink or white margins, petaloid, elliptic, navicular, apex acute to acuminate;","margin",,"margin","tepal","margin","tepal","Y","Y",""
"189","tepals overlapping, pink with pink or white margins, petaloid, elliptic, navicular, apex acute to acuminate;","tepals overlapping, pink with pink or white margins, petaloid, elliptic, navicular, apex acute to acuminate;","tepals overlapping, pink with pink or white margins, petaloid, elliptic, navicular, apex acute to acuminate;","apex",,"apex","tepal","apex","tepal","Y","Y",""
"190","basal pinnae not reduced, but much narrowed at bases;","basal pinnae not reduced, but much narrowed at bases;","basal pinnae not reduced, but much narrowed at bases;","base",,"base","basal pinna","base","basal pinna","Y","Y",""
"191","aerophores at pinnae bases distinct but not swollen;","aerophores at pinnae bases distinct but not swollen;","aerophores at pinnae bases distinct but not swollen;","base","pinna","base","pinna","base","pinna","N","Y",""
"192","lower surface with short, acicular hairs, also sessile or short-stalked glandular-hairs of various sizes and shapes from spherical to pyriform or clavate;","lower surface with short, acicular hairs, also sessile or short-stalked glandular-hairs of various sizes and shapes from spherical to pyriform or clavate;","lower surface with short, acicular hairs, also sessile or short-stalked glandular-hairs of various sizes and shapes from spherical to pyriform or clavate;","surface","lower","surface","pinna lower","surface","pinna lower","Y","Y",""
"193","basal veins simple, either free and passing separately to the margin or anastomosing to form an excurrent vein;","basal veins simple, either free and passing separately to the margin or anastomosing to form an excurrent vein;","basal veins simple, either free and passing separately to the margin or anastomosing to form an excurrent vein;","margin",,"margin","pinna","margin","pinna","Y","Y",""
"194","Voss failed to observe the row of spines along the posterior margin of the protibial apex.","Voss failed to observe the row of spines along the posterior margin of the protibial apex.","Voss failed to observe the row of spines along the posterior margin of the protibial apex.","margin","posterior","margin","protibial apex posterior","margin","protibial apex posterior","Y","Y",""
"195","Voss failed to observe the row of spines along the posterior margin of the protibial apex.","Voss failed to observe the row of spines along the posterior margin of the protibial apex.","Voss failed to observe the row of spines along the posterior margin of the protibial apex.","apex","protibial","apex","protibial","apex","protibial","N","Y",""
"196","Sori at the apices of ultimate segments, mostly on acroscopic side of pinnae, confined to upper portion of the frond;","Sori at the apices of ultimate segments, mostly on acroscopic side of pinnae, confined to upper portion of the frond;","Sori at the apices of ultimate segments, mostly on acroscopic side of pinnae, confined to upper portion of the frond;","apex",,"apex","ultimate segment","apex","ultimate segment","Y","Y",""
"197","Sori at the apices of ultimate segments, mostly on acroscopic side of pinnae, confined to upper portion of the frond;","Sori at the apices of ultimate segments, mostly on acroscopic side of pinnae, confined to upper portion of the frond;","Sori at the apices of ultimate segments, mostly on acroscopic side of pinnae, confined to upper portion of the frond;","side",,"side","pinna","side","pinna","Y","Y",""
"198","Sori at the apices of ultimate segments, mostly on acroscopic side of pinnae, confined to upper portion of the frond;","Sori at the apices of ultimate segments, mostly on acroscopic side of pinnae, confined to upper portion of the frond;","Sori at the apices of ultimate segments, mostly on acroscopic side of pinnae, confined to upper portion of the frond;","portion",,"portion","frond","portion","frond","Y","Y",""
"199","Stipe 4-8 x 2-3.5 cm, central, solid or narrowly stuffed, cylindrical to ventricose with pointed base, annulate in its lower or middle part, above the annulus white, smooth, below whitish, greyish or ochraceous, smooth or broken into broad transverse bands.","Stipe 4-8 x 2-3.5 cm, central, solid or narrowly stuffed, cylindrical to ventricose with pointed base, annulate in its lower or middle part, above the annulus white, smooth, below whitish, greyish or ochraceous, smooth or broken into broad transverse bands.","Stipe 4-8 x 2-3.5 cm, central, solid or narrowly stuffed, cylindrical to ventricose with pointed base, annulate in its lower or middle part, above the annulus white, smooth, below whitish, greyish or ochraceous, smooth or broken into broad transverse bands.","base",,"base","stipe","base","stipe","Y","Y",""
"200","Stipe 4-8 x 2-3.5 cm, central, solid or narrowly stuffed, cylindrical to ventricose with pointed base, annulate in its lower or middle part, above the annulus white, smooth, below whitish, greyish or ochraceous, smooth or broken into broad transverse bands.","Stipe 4-8 x 2-3.5 cm, central, solid or narrowly stuffed, cylindrical to ventricose with pointed base, annulate in its lower or middle part, above the annulus white, smooth, below whitish, greyish or ochraceous, smooth or broken into broad transverse bands.","Stipe 4-8 x 2-3.5 cm, central, solid or narrowly stuffed, cylindrical to ventricose with pointed base, annulate in its lower or middle part, above the annulus white, smooth, below whitish, greyish or ochraceous, smooth or broken into broad transverse bands.","part",,"part","stipe","part","stipe","Y","Y",""
"201","Stipe 4-8 x 2-3.5 cm, central, solid or narrowly stuffed, cylindrical to ventricose with pointed base, annulate in its lower or middle part, above the annulus white, smooth, below whitish, greyish or ochraceous, smooth or broken into broad transverse bands.","Stipe 4-8 x 2-3.5 cm, central, solid or narrowly stuffed, cylindrical to ventricose with pointed base, annulate in its lower or middle part, above the annulus white, smooth, below whitish, greyish or ochraceous, smooth or broken into broad transverse bands.","Stipe 4-8 x 2-3.5 cm, central, solid or narrowly stuffed, cylindrical to ventricose with pointed base, annulate in its lower or middle part, above the annulus white, smooth, below whitish, greyish or ochraceous, smooth or broken into broad transverse bands.","band",,"band","annulus","band","stipe","Y","N",""
"202","Longitudinal median specialized area of T5 of female of nonparasitic forms not divided by a notch or cleft.","Longitudinal median specialized area of T5 of female of nonparasitic forms not divided by a notch or cleft.","Longitudinal median specialized area of T5 of female of nonparasitic forms not divided by a notch or cleft.","area","median","area","t5 median","area","t5 median","Y","Y",""
"203","Longitudinal median specialized area of T5 of female of nonparasitic forms not divided by a notch or cleft.","Longitudinal median specialized area of T5 of female of nonparasitic forms not divided by a notch or cleft.","Longitudinal median specialized area of T5 of female of nonparasitic forms not divided by a notch or cleft.","notch",,"notch","t5 median area","notch","t5 median area","Y","Y",""
"204","Metanotum with shallow medial notch;","Metanotum with shallow medial notch;","Metanotum with shallow medial notch;","notch","medial","notch","metanotum medial","notch","metanotum medial","Y","Y",""
"205","Anterior clypeal margin with minute notch medially;","Anterior clypeal margin with minute notch medially;","Anterior clypeal margin with minute notch medially;","margin","clypeal","margin","clypeal","margin","clypeal","N","Y",""
"206","Anterior clypeal margin with minute notch medially;","Anterior clypeal margin with minute notch medially;","Anterior clypeal margin with minute notch medially;","notch",,"notch","clypeal margin","notch","clypeal margin","Y","Y",""
"207","clypeus in profile virtually straight with weakly impressed basal margin.","clypeus in profile virtually straight with weakly impressed basal margin.","clypeus in profile virtually straight with weakly impressed basal margin.","margin","basal","margin","clypeus basal","margin","clypeus basal","Y","Y",""
"208","Seeds brownish black, suborbicular with hilar notch, 2–2.4 mm, tuberculate;","Seeds brownish black, suborbicular with hilar notch, 2–2.4 mm, tuberculate;","Seeds brownish black, suborbicular with hilar notch, 2–2.4 mm, tuberculate;","notch",,"notch","hilar","notch","hilar","Y","Y",""
